make,model,colour,capacity,network,grade,condition
Nokia,"Lumia 635 RM-974",Working,"Grade A - Very Good Condition","Not Applicable",Orange,Unlocked,562
Nokia,"Lumia 710",Working,"Grade A - Very Good Condition",8GB,Black,Unlocked,51
Nokia,"LUMIA 710 BACK COVER","Brand New","Brand New","Not Applicable",Blue,"Not Applicable",5
Nokia,"Lumia 720",Non-working,"Grade B - Good Condition",8GB,Black,Unknown,3
Nokia,"Lumia 735 RM-1038",Working,"Grade C - Acceptable Condition","Not Applicable",Orange,Unlocked,66
Nokia,"Lumia 800 RM-801",Working,"Grade B B2B",16GB,Blue,Unlocked,81
Nokia,"Lumia 820",Working,"Grade B - Good Condition",8GB,Black,Unlocked,40
Nokia,"Lumia 830",Working,"Grade C - Acceptable Condition",16GB,Orange,Unlocked,51
Nokia,"Lumia 900",BER,"Grade D",8GB,Black,Unknown,4
Nokia,"Lumia 920 RM-821","Brand New","Insurance Grade",32GB,Black,Unlocked,21
Nokia,"Lumia 925",Working,"Grade D",16GB,Black,Unlocked,29
Nokia,"Lumia 930 RM-1045",Working,"Grade B - Good Condition",32GB,Black,Unknown,203
Nokia,"MONSTER PURITY HD",Working,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",1
Nokia,N8,"Brand New","Insurance Grade",16GB,Grey,Unlocked,3
Nokia,"N97 Mini",Working,"Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,3
Nokia,"N97 MINI AZERTY","Brand New","Insurance Grade","Not Applicable",Black,Unlocked,7
Nokia,"N97 MINI QWERTY",Non-working,"Insurance Grade","Not Applicable",Black,Unlocked,1
Nokia,"Nokia C5-00 3G",BER,"Grade D","Not Applicable",Black,Unlocked,2
Nokia,RM-1045,Working,"Grade C - Acceptable Condition",32GB,Black,Unlocked,4
Nokia,"SHELL CC-3079",Working,"Grade A - Very Good Condition","Not Applicable",Orange,"Not Applicable",20
Nokia,"UNIVERSAL WIRELESS QI CHARGING PLATE - DT-601",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",30
Nokia,"UNIVERSAL WIRELESS QI CHARGING PLATE DC-50",Working,"Grade B - Good Condition","Not Applicable",White,"Not Applicable",1
Nokia,WH-208BK,Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",3
Nokia,"WH-920 PURITY",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",1
Nokia,"WIRELESS CHARGING COVER - CC-3065",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",66
Nokia,"WIRELESS CHARGING COVER CC-3066","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",4
Nokia,"WIRELESS CHARGING PLATE - DT-900",Working,"Grade B - Good Condition","Not Applicable",Red,"Not Applicable",23
Nokia,x1-01,Working,"Not Graded","Not Applicable",Black,NOS-Portugal,1
Nokia,"X1-01 DUAL SIM",Working,"Grade A - Very Good Condition","Not Applicable",Black,Unlocked,1
Nokia,"x2 00",Working,"Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,11
Nokia,"X2-01 AZERTY",Working,"Grade A - Very Good Condition","Not Applicable",Grey,Unlocked,11
Nokia,X2-05,Working,"Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,5
Nokia,"x6 8gb",Working,"Grade B - Good Condition",8GB,Black,Unlocked,1
NOS,"DIVE 72 5046Y",Non-working,Unknown,4GB,Grey,Unlocked,4
NOS,"FIVE DUAL SIM",Working,"Grade C - Acceptable Condition",8GB,Black,Unlocked,5
NOS,GOVA,"Working – Minor Screen Burn","Grade A - Very Good Condition",8GB,Grey,NOS-Portugal,3
NOS,MALIBU,Working,"Grade B B2B","Not Applicable",Black,Unlocked,5
NOS,"NEVA 80",Non-working,"Not Graded",16GB,Grey,NOS-Portugal,13
NOS,NOVU,"Brand New","Insurance Grade",8GB,White,Unlocked,14
NOS,"NOVU II",Non-working,Unknown,4GB,Grey,Unlocked,9
NOS,ROYA,Non-working,Unknown,8GB,Black,Unlocked,15
NOS,SLIM,Working,"Grade B B2B",16GB,Silver,Unlocked,7
NOS,ZILO,"Brand New","Insurance Grade",4GB,Black,Unlocked,6
"NOS ZTE","BLADE S6","Non-working - Need Repair - HardWare","Not Graded",16GB,Silver,Unlocked,6
"NOS ZTE","FIVE AKA BLADE A452",Working,"Grade B - Good Condition",8GB,Gold,Unlocked,70
"NOS ZTE","NOVU AKA BLADE C370","Brand New","Insurance Grade",8GB,White,Unlocked,110
"NOS ZTE","NOVU II AKA BLADE L5 PLUS",Working,"Grade A - Very Good Condition",8GB,Black,Unlocked,74
NUDEAUDIO,"MOVE S",Working,"Grade B - Good Condition","Not Applicable",Multicolour,"Not Applicable",4
NUDEAUDIO,"MOVE S WIRED",Working,"Grade A - Very Good Condition","Not Applicable",Grey,"Not Applicable",5
Nvidia,"GEFORCE - FX 5200 TORNADO","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",2
O2,"ALCATEL - LUCENT 9362 ENTERPRISE CELL V2.2 2100MHZ",Working,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",6
O2,"ALCATEL LUCENT 9361 HOME CELL ASKEY V3",Working,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",203
O2,"ALCATEL LUCENT 9361 HOME CELL V2",Working,"Grade B - Good Condition","Not Applicable",White,"Not Applicable",17
O2,"IN-CAR CHARGER MICRO 30 PIN","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",7
O2,"IN-CAR SUCTION HOLDER",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",10
O2,"LED LIGHTSABER KEYRING","Brand New","Brand New","Not Applicable",Blue,"Not Applicable",3
O2,"MEDIUM LEATHER SLIP CASE",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",5
O2,MF65M,"Brand New","Brand New","Not Applicable",White,"Not Applicable",1
O2,"STAR WARS THE FORCE AWAKENS MINI SPEAKER","Brand New","Brand New","Not Applicable",Black,"Not Applicable",18
O2,"WIRELESS BOX 5","Brand New","Insurance Grade","Not Applicable",White,O2,1
O2,"XDA ORBIT WITH COPILOT LIVE7 SATNAV SOFTWARE","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",1
ONEPLUS,2/TWO,"Working – Minor Screen Burn","Grade B - Good Condition",64GB,Black,Unlocked,1
ONEPLUS,3,Working,"Grade B - Good Condition",64GB,Silver,O2,4
ONEPLUS,"3 A3003",Working,"Grade B - Good Condition",64GB,Grey,Lyca,10
ONEPLUS,"3T A3003",Working,"Grade B B2B",64GB,Grey,Unlocked,15
ONEPLUS,5,Working,"Grade B - Good Condition",128GB,Black,Unlocked,2
ONEPLUS,5T,Working,"Grade A - Very Good Condition",128GB,Black,Unlocked,4
ONEPLUS,"DASH CAR CHARGER AND TYPE C CABLE - DC01B",Working,"Grade A - Very Good Condition","Not Applicable",Red,"Not Applicable",6
ONEPLUS,"DASH CHARGER DC0504A4",Working,"Grade B - Good Condition","Not Applicable",White,"Not Applicable",32
ONEPLUS,"DASH CHARGER DC0504B4GB",Working,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",580
ONEPLUS,"DASH TYPE -C CABLE",Working,"Insurance Grade","Not Applicable",Red,"Not Applicable",168
ONEPLUS,"DASH TYPE -C CABLE AND DC0504A4 CHARGER",Working,"Insurance Grade","Not Applicable",Red,"Not Applicable",30
ONEPLUS,"DASH TYPE -C CABLE AND DC0504B4GB CHARGER ",Working,"Insurance Grade","Not Applicable",Red,"Not Applicable",350
ONEPLUS,"DASH TYPE -C FLAT CABLE (1M)",Working,"Grade A - Very Good Condition","Not Applicable",Red,"Not Applicable",12
ONEPLUS,"KARBON BUMBER CASE FOR ONEPLUS 5",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",43
ONEPLUS,"KARBON BUMBER CASE FOR ONEPLUS 5T",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",2
ONEPLUS,"KARBON CASE FOR ONEPLUS 3","Brand New","Brand New","Not Applicable",Black,"Not Applicable",32
ONEPLUS,"KARBON PROTECTIVE CASE FOR ONEPLUS 5",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",4
ONEPLUS,"ONEPLUS 3 FLIP COVER","Brand New","Brand New","Not Applicable",Black,"Not Applicable",32
ONEPLUS,"ONEPLUS 5 FLIP COVER",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",46
ONEPLUS,"ONEPLUS 5T FLIP COVER",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",2
ONEPLUS,"ROSEWOOD CASE  FOR ONEPLUS 5",Working,"Insurance Grade","Not Applicable",Brown,"Not Applicable",23
ONEPLUS,"SANDSTONE PROTECTIVE CASE FOR ONEPLUS 3",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",54
ONEPLUS,"SANDSTONE PROTECTIVE CASE FOR ONEPLUS 5",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",26
ONEPLUS,"SANDSTONE PROTECTIVE CASE FOR ONEPLUS 5T",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",1
ONEPLUS,"SILICONE PROTECTIVE CASE FOR ONEPLUS 5",Working,"Insurance Grade","Not Applicable",Red,"Not Applicable",2
ONEPLUS,"SILICONE PROTECTIVE CASE FOR ONEPLUS 5T",Working,"Insurance Grade","Not Applicable",Red,"Not Applicable",4
ONEPLUS,X,"iOS 7 Locked","Grade D",Unknown,Black,Damaged,1
OPTIMUS,BARCELONA,Working,"Grade B B2B","Not Applicable",White,Unlocked,12
OPTIMUS,"BOSTON 4G",Working,"Grade B - Good Condition",4GB,Black,Unlocked,6
OPTIMUS,"BOSTON G1305","Non-working - Need Battery","Grade C - Acceptable Condition","Not Applicable",White,Damaged,1
OPTIMUS,DABI,"Brand New","Insurance Grade","Not Applicable",Black,Unlocked,59
OPTIMUS,MADRID,Working,"Grade B - Good Condition","Not Applicable",White,Unlocked,17
OPTIMUS,NIVO,Working,"Grade B - Good Condition",2GB,Black,Unlocked,7
OPTIMUS,RIGA,Working,"Grade B - Good Condition","Not Applicable",Black,NOS-Portugal,12
OPTIMUS,"SAN REMO","Brand New","Insurance Grade",2GB,Silver,Unlocked,7
OPTIMUS,"SAN REMO 4G","Brand New","Insurance Grade",2GB,Grey,Unlocked,8
OPTIMUS,"SAN REMO MINI","Brand New","Insurance Grade",2GB,Grey,Unlocked,17
OPTIMUS,SIRU,BER,"Grade C - Acceptable Condition",4GB,White,Damaged,2
OPTIMUS,VALENCIA,Working,"Grade A - Very Good Condition","Not Applicable",Black,Unlocked,1
OPTIMUS,VIENNA,Working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,1
OPTIMUS,ZALI,Working,"Grade A - Very Good Condition",4GB,Black,Unlocked,16
OPTIMUS,ZILO,BER,"Grade D",4GB,Black,Unlocked,25
Orange,"GAMA 200",Working,"Grade B - Good Condition","Not Applicable",Black,Orange-Spain,17
Orange,"GAMA 250",Working,"Grade B - Good Condition","Not Applicable",Black,Orange-Spain,1
Orange,"GAMA 500",Working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,1
Orange,ZILO,BER,"Grade D","Not Applicable",Black,Damaged,1
ORB,"EXTENDABLE STYLUS TWIN PACK (NINTENDO 3DS)","Brand New","Brand New","Not Applicable",Black,"Not Applicable",1
OTTERBOX,"COMMUTER SERIES CASE FOR BLACKBERRY BOLD 9900/9930",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",3
OTTERBOX,"COMMUTER SERIES CASE FOR IPHONE 5/5S/SE ",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",1
OTTERBOX,"COMMUTER SERIES CASE FOR SAMSUNG OMNIA II I8000","Brand New","Brand New","Not Applicable",Black,"Not Applicable",1
OTTERBOX,"COMMUTER SERIES FOR MOTO G","Brand New","Brand New","Not Applicable",Black,"Not Applicable",2
OTTERBOX,"COMMUTER SERIES TWO-LAYER PROTECTION CASE COVER WITH SCREEN PROTECTOR FOR SAMSUNG GALAXY S4","Brand New","Brand New","Not Applicable",Multicolour,"Not Applicable",3
OTTERBOX,"COMMUTER SERIES TWO-LAYER PROTECTION FOR SAMSUNG GALAXY S3",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",13
OTTERBOX,"DEFENDER CASE FOR  IPHONE 5/5S",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",4
OTTERBOX,"DEFENDER CASE FOR APPLE IPHONE 6","Brand New","Brand New","Not Applicable",Black,"Not Applicable",7
OTTERBOX,"DEFENDER CASE FOR MOTOROLA MOTO G","Brand New","Brand New","Not Applicable",Black,"Not Applicable",33
OTTERBOX,"DEFENDER SERIES FOR IPAD AIR",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",3
OTTERBOX,"REFLEX SERIES FOR IPHONE 5","Brand New","Brand New","Not Applicable",Multicolour,"Not Applicable",1
OTTERBOX,"SYMMETRY SERIES FOR IPHONE 6","Brand New","Insurance Grade","Not Applicable",Purple,"Not Applicable",20
OTTERBOX,"SYMMETRY SERIES FOR SAMSUNG S5",Working,"Insurance Grade","Not Applicable",Silver,"Not Applicable",1
OTTERBOX,"UTILITY SERIES THE LATCH II 7'' - 8''","Brand New","Brand New","Not Applicable",Black,"Not Applicable",5
OXO,"TOUCH SENSITIVE GLOVES","Brand New","Brand New","Not Applicable",Black,"Not Applicable",111
"Packard Bell",MIT-RHEA-C,Non-working,"Grade C - Acceptable Condition",512KB,Grey,"Not Applicable",1
Palm,"Treo Pro",Working,"Grade B B2B","Not Applicable",Black,Unlocked,1
Panasonic,EB-GD50,"Power On Tested-Good LCD","Grade D","Not Applicable",Black,Unknown,1
Panasonic,"KX-TG1612 FIXED PHONE",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",1
Panasonic,KX-TG6821,Working,"Grade B - Good Condition","Not Applicable",Silver,"Not Applicable",1
Panasonic,"KX-TW502 SPBC",Working,"Grade B - Good Condition","Not Applicable",Black,Damaged,1
Panasonic,PT-LC55E,Working,"Grade B - Good Condition","Not Applicable","Light Silver","Not Applicable",1
Pantech,C320,Working,"Grade A - Very Good Condition","Not Applicable",White,Unlocked,13
"PANZER GLASS","ORIGINAL FOR IPHONE 6 PLUS","Brand New","Insurance Grade","Not Applicable",Clear,"Not Applicable",68
"PANZER GLASS","ORIGINAL FOR IPHONE 6/6S","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",67
"PANZER GLASS","ORIGINAL FOR IPHONE 6/6S - FBA FRANCE","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",1
"PANZER GLASS","ORIGINAL FOR IPHONE 6/6S - FBA UK","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",10
"PANZER GLASS","ORIGINAL FOR IPHONE X ",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",4
"PANZER GLASS","ORIGINAL FOR IPHONE X CASE FRIENDLY",Working,"Insurance Grade","Not Applicable",White,"Not Applicable",8
"PANZER GLASS","ORIGINAL FRONT + BACK SONY XPERIA Z5","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",22
"PANZER GLASS","ORIGINAL GLASS SCREEN PROTECTOR IPHONE 5/5S/5C","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",47
"PANZER GLASS","ORIGINAL SAMSUNG GALAXY S6","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",136
"PANZER GLASS","ORIGINAL SAMSUNG GALAXY S6 - FBA UK","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",5
"PANZER GLASS","ORIGINAL SONY XPERIA Z5 COMPACT FRONT + BACK",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",58
"PANZER GLASS","ORIGINAL SONY XPERIA Z5 COMPACT FRONT + BACK - FBA UK","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",2
"PANZER GLASS","ORIGINAL SONY XPERIA Z5 PREMIUM FRONT + BACK","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",29
"PANZER GLASS","PREMIUM SAMSUNG GALAXY S8","Brand New","Brand New","Not Applicable",Black,"Not Applicable",35
"PANZER GLASS","PREMIUM SAMSUNG GALAXY S8 PLUS",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",34
"PANZER GLASS","SCREEN PROTECTOR FOR IPHONE 6/6S/7","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",51
"PANZER GLASS","SCREEN PROTECTOR FOR IPHONE 6/6S/7 PLUS",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",66
Parrot,"CK3100 COMPLETE",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",4
Parrot,"CK3100 Display",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",2
Parrot,"CK3100 Junction Box",Working,"Grade B - Good Condition","Not Applicable",Blue,"Not Applicable",1
Parrot,"CK3100 LCD",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",3
Parrot,"MINIKIT NEO","Brand New","Brand New","Not Applicable",Black,"Not Applicable",5
Parrot,"MINIKIT SMART",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",11
Parrot,MINIKIT+,Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",12
PAYPAL,"PAYPAL HERE - CARD READER","Brand New","Brand New","Not Applicable",White,"Not Applicable",24
Pebble," Smartwatch",Non-working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",2
Pebble,"Brushed Stainless Steel Smartwatch 401SL",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",58
Pebble,ORIGINAL/CLASSIC,Working,"Grade D","Not Applicable",Black,"Not Applicable",1
Pebble,"Smart Watch Black 301BL","Warranty Send-Off",Unknown,"Not Applicable",Black,"Not Applicable",74
Pebble,"Smart Watch Red 301RD",Working,"Grade C - Acceptable Condition","Not Applicable",Black,"Not Applicable",80
Pebble,"Smartwatch Steel Matte Black 401BLR",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",14
Pebble,STEEL,Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",5
Philips,180,Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",1
Philips,"ACTION FIT - SHQ3200/10","Brand New","Insurance Grade","Not Applicable",Orange,"Not Applicable",1
Philips,"CEILING LAMP BALLAN","Brand New","Brand New","Not Applicable",White,"Not Applicable",159
Philips,DOWNTOWN,Working,"Grade A - Very Good Condition","Not Applicable",Brown,"Not Applicable",10
Philips,DS3100/05,Working,"Grade C - Acceptable Condition","Not Applicable",White,"Not Applicable",7
Philips,"Fidelio SoundRing DS3800W",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",8
Philips,"HUE PERSONAL WIRELESS LIGHTING STARTER KIT","Brand New","Brand New","Not Applicable",White,"Not Applicable",7
Philips,"IN-EAR HEADSET - SHE2675OP/10","Brand New","Brand New","Not Applicable",Multicolour,"Not Applicable",3
Philips,"SHIBUYA EXTRA BASS",Working,"Grade A - Very Good Condition","Not Applicable",Blue,"Not Applicable",8
Philips,UPTOWN,Working,"Grade C - Acceptable Condition","Not Applicable",Brown,"Not Applicable",5
PLANTRONICS,M90,Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",1
Polaroid,"POGO MEDIA 10 PACK, 2X3 INCH 10 PHOTO S ZERO INK ZINK TECHNOLOGY","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",1
POLYCOM,CX600,"Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",1
POLYCOM,"VVX 600","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",1
"PORT DESIGNS","BLUETOOTH UK KEYBOARD FOR DETROIT IV",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",8
"PORT DESIGNS","MANILLE UNIVERSAL 10 INCH TABLET FOLIO CASE","Brand New","Brand New","Not Applicable",Brown,"Not Applicable",690
POWERBANK,UNKNOWN,Working,"Grade B - Good Condition","Not Applicable",Grey,"Not Applicable",1
"PRO TRACK","WIRELESS ACTIVITY TRACKER",Non-working,Unknown,"Not Applicable",Black,"Not Applicable",1
PRO-TEC,"FOLIO FLIP CASE COVER WITH BUILT-IN STAND FOR 10-INCH SAMSUNG GALAXY TAB 4 - BLACK","Brand New","Brand New","Not Applicable",Black,"Not Applicable",434
PROMETHEAN,PRM-10,Working,"Grade B - Good Condition","Not Applicable",Orange,"Not Applicable",2
PROMETHEAN,PRM-20AV1,Working,"Grade B - Good Condition","Not Applicable",Orange,"Not Applicable",1
PROPORTA,"TURBOCHARGER USB POWERBANK 3400 MAH",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",1
PUMA,"BREAD-N-BUTTER WITH MIC",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",14
PUMA,"HARD SHELL CASE FOR APPLE IPHONE 5/5S",Working,"Grade A - Very Good Condition","Not Applicable",Purple,"Not Applicable",7
PUMA,"HARD SHELL CASE FOR SAMSUNG GALAXY S4",Working,"Grade A - Very Good Condition","Not Applicable",Purple,"Not Applicable",8
PUMA,"HERITAGE CASE FOR GALAXY S4 ",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",4
PUMA,"PRO PERFORMANCE",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",4
PURO,"STRIPE COVER FOR IPHONE 5",BER,"Grade A - Very Good Condition","Not Applicable",Multicolour,"Not Applicable",1
"QMOBILE ",A10,BER-Scrap,"Grade C - Acceptable Condition","Not Applicable",White,Damaged,1
RAC,"315 4.3\" SATELLITE NAVIGATION","Brand New","Brand New",512MB,Silver,"Not Applicable",7
ROHS,"POWER BANK",BER-Scrap,"Grade C - Acceptable Condition","Not Applicable",White,Damaged,1
ROHS,"TABLET ",BER-Scrap,"Grade C - Acceptable Condition","Not Applicable",White,"Not Applicable",1
ROKU,"NOW TV BOX",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",16
